1	51	62	2
2	98	76	0
3	96	3	0
4	75	61	1
5	95	18	1
6	77	28	2
7	103	69	2
8	59	89	2
9	23	89	2
10	72	103	1
11	82	43	2
12	24	51	0
13	87	58	1
14	63	17	0
15	44	78	2
16	40	45	2
17	23	95	0
18	89	53	2
19	64	103	2
20	102	95	2
21	28	71	1
22	64	103	0
23	90	36	1
24	51	66	0
25	77	45	0
26	0	25	2
27	39	39	2
28	35	16	2
29	91	8	2
30	58	61	0
31	16	58	2
32	68	20	0
33	51	40	0
34	46	72	1
35	51	81	2
36	28	94	2
37	98	98	1
38	23	59	2
39	37	13	2
40	91	86	0
41	74	82	2
42	21	93	2
43	78	88	1
44	92	79	0
45	68	52	2
46	35	13	1
47	99	27	1
48	41	53	1
49	104	39	1
50	35	84	1
51	21	46	1
52	17	57	2
53	69	103	1
54	31	9	0
55	88	75	1
56	56	84	2
57	43	67	1
58	104	74	0
59	99	85	1
60	31	50	0
61	23	30	1
62	93	28	0
63	71	54	2
64	22	99	0
65	39	95	0
66	41	28	2
67	43	37	1
68	2	74	2
69	0	12	1
70	60	14	0
71	22	28	1
72	55	70	2
73	65	80	0
74	9	54	2
75	9	19	0
76	36	101	1
77	14	67	2
78	1	13	0
79	91	103	1
80	82	91	2
81	100	39	2
82	74	45	2
83	12	99	1
84	14	24	1
85	15	71	2
86	35	34	0
87	26	30	2
88	25	82	0
89	87	23	0
90	11	48	1
91	61	57	0
92	5	14	1
93	68	25	1
94	64	52	0
95	17	47	0
96	70	20	2
97	81	26	1
98	77	36	0
99	34	35	2
100	39	0	1
101	36	25	2
102	90	95	2
103	37	13	2
104	86	68	2
105	87	23	1
106	22	92	0
107	15	78	0
108	69	82	0
109	55	68	0
110	38	20	2
111	28	7	1
112	97	86	0
113	42	101	0
114	0	26	0
115	104	4	1
116	44	44	1
117	65	50	1
118	37	52	1
119	94	7	1
120	13	4	0
121	12	100	2
122	54	62	1
123	47	3	0
124	60	72	2
125	11	1	2
126	15	42	2
127	91	60	0
128	102	69	1
129	95	83	1
130	103	62	0
131	104	3	0
132	67	26	0
133	12	98	1
134	70	59	2
135	28	71	2
136	73	95	1
137	46	15	0
138	7	27	0
139	39	102	1
140	8	67	2
141	98	58	0
142	69	98	1
143	74	98	1
144	31	51	1
145	12	84	2
146	79	27	2
147	3	17	1
148	30	34	1
149	0	0	0
150	37	65	2
151	9	47	1
152	47	100	2
153	88	31	0
154	19	68	1
155	95	92	1
156	21	48	2
157	84	101	0
158	91	6	0
159	14	14	0
160	5	7	0
161	26	60	1
162	88	60	0
163	82	44	1
164	84	86	2
165	5	103	2
166	53	15	2
167	95	67	1
168	49	92	1
169	17	24	0
170	77	61	1
171	55	55	1
172	2	86	1
173	27	41	1
174	41	100	0
175	54	9	1
176	11	26	2
177	66	89	2
178	52	55	2
179	67	34	2
180	88	99	0
181	55	60	2
182	102	89	0
183	47	67	0
184	10	51	1
185	89	48	2
186	66	44	0
187	43	67	2
188	3	57	1
189	82	100	1
190	102	98	0
191	15	18	2
192	3	41	2
193	24	47	2
194	85	42	0
195	51	50	2
196	19	42	1
197	1	84	2
198	16	16	1
199	101	25	0
200	15	33	0
201	39	68	1
202	16	40	0
203	4	64	1
204	11	92	0
205	41	60	2
206	93	91	2
207	12	38	0
208	28	88	0
209	42	5	0
210	83	30	1
211	37	29	0
212	86	86	2
213	42	73	2
214	9	81	0
215	65	16	2
216	13	75	2
217	6	56	0
218	3	7	0
219	80	26	1
220	6	71	2
221	16	69	0
222	55	52	1
223	43	86	0
224	38	19	2
225	73	10	2
226	35	50	2
227	45	13	1
228	7	81	2
229	72	49	0
230	14	84	0
231	42	40	1
232	55	99	0
233	37	81	0
234	16	101	1
235	102	31	1
236	7	70	1
237	25	52	0
238	88	2	1
239	12	85	1
240	84	90	0
241	18	78	0
242	78	76	2
243	15	103	0
244	50	86	1
245	90	82	0
246	1	26	1
247	86	10	0
248	85	94	0
249	73	86	0
250	25	81	2
251	23	31	2
252	26	69	1
253	18	27	1
254	11	46	2
255	13	14	1
256	91	26	1
257	54	15	0
258	25	67	1
259	75	11	1
260	2	97	2
261	12	55	2
262	36	102	0
263	46	0	1
264	44	93	2
265	59	4	0
266	97	38	2
267	24	18	0
268	99	71	0
269	56	82	2
270	30	67	1
271	70	69	2
272	19	14	1
273	47	90	1
274	78	100	2
275	13	37	2
276	42	32	0
277	18	90	0
278	6	72	2
279	65	58	0
280	52	39	1
281	77	70	1
282	20	54	2
283	91	47	2
284	84	55	2
285	80	26	2
286	101	79	0
287	74	6	2
288	12	77	1
289	99	29	0
290	79	4	1
291	92	20	1
292	88	86	2
293	92	20	0
294	25	69	1
295	60	73	0
296	47	80	0
297	29	88	1
298	49	95	1
299	30	74	0
300	102	40	0
301	61	27	1
302	40	70	2
303	51	73	0
304	22	68	2
305	53	75	0
306	53	83	2
307	79	1	1
308	25	35	0
309	79	8	2
310	38	55	0
311	94	10	1
312	32	25	0
313	57	103	0
314	20	84	1
315	72	70	0
316	15	72	2
317	5	46	2
318	16	56	1
319	81	67	1
320	28	27	0
321	63	58	2
322	77	88	1
323	24	84	1
324	93	96	0
325	99	25	2
326	99	75	1
327	81	99	2
328	70	75	2
329	56	52	2
330	21	92	0
331	0	79	2
332	30	26	2
333	27	37	0
334	36	6	0
335	75	95	0
336	65	26	2
337	53	67	2
338	102	80	1
339	7	48	1
340	17	67	1
341	33	100	2
342	27	57	0
343	41	102	1
344	98	49	0
345	99	95	2
346	100	5	2
347	60	4	0
348	18	51	0
349	5	12	0
350	44	41	0
351	14	103	0
352	95	82	1
353	26	98	1
354	68	59	2
355	100	36	2
356	13	12	0
357	81	30	2
358	65	87	2
359	87	59	2
360	82	80	1
361	15	61	0
362	87	36	1
363	4	50	0
364	20	42	2
365	70	63	1
366	93	92	1
367	92	57	2
368	101	89	0
369	10	98	2
370	12	29	1
371	61	46	1
372	72	5	0
373	0	65	2
374	101	20	0
375	55	91	2
376	83	98	2
377	14	11	0
378	57	97	2
379	33	19	0
380	25	46	1
381	8	30	2
382	2	33	1
383	51	83	1
384	84	22	0
385	14	86	2
386	81	21	2
387	58	23	0
388	48	72	0
389	18	92	2
390	100	61	1
391	93	30	2
392	3	8	2
393	57	66	1
394	6	7	1
395	35	7	2
396	71	1	1
397	31	21	1
398	48	9	2
399	28	65	0
400	5	89	0
401	31	68	2
402	21	25	2
403	80	72	2
404	100	79	1
405	102	99	0
406	34	18	2
407	89	53	1
408	49	9	2
409	1	32	0
410	78	3	0
411	60	88	2
412	93	1	0
413	6	6	0
414	103	27	2
415	0	42	1
416	66	102	1
417	10	51	2
418	70	12	2
419	31	71	2
420	100	34	2
421	8	93	2
422	48	34	2
423	37	36	1
424	1	36	2
425	81	102	2
426	86	55	0
427	66	9	1
428	41	2	0
429	21	91	2
430	21	62	1
431	62	80	2
432	15	25	0
433	6	34	2
434	28	13	0
435	1	44	0
436	76	6	0
437	29	39	2
438	60	98	0
439	21	50	1
440	58	12	2
441	36	58	0
