1	31	17	2
2	15	68	2
3	46	50	1
4	15	104	0
5	97	87	1
6	87	43	2
7	50	59	0
8	38	17	1
9	62	53	2
10	73	22	1
11	104	31	0
12	30	21	1
13	22	19	2
14	98	1	2
15	103	88	1
16	68	93	2
17	33	16	2
18	71	66	2
19	69	63	1
20	74	50	0
21	77	23	1
22	82	43	1
23	98	4	2
24	16	74	2
25	13	75	1
26	48	48	1
27	57	14	1
28	63	3	1
29	56	33	2
30	93	102	1
31	5	94	2
32	44	58	0
33	69	24	2
34	104	86	1
35	102	66	0
36	7	56	0
37	33	38	0
38	27	40	0
39	87	31	1
40	60	62	0
41	92	90	2
42	87	99	0
43	94	77	0
44	67	22	1
45	100	68	0
46	15	49	1
47	68	28	2
48	82	52	0
49	12	93	0
50	96	57	2
51	40	51	0
52	16	74	2
53	10	79	2
54	99	1	2
55	96	81	0
56	21	69	2
57	92	24	1
58	29	35	2
59	83	28	2
60	30	102	1
61	89	7	0
62	59	87	1
63	75	90	0
64	38	64	1
65	7	59	2
66	70	103	0
67	50	31	1
68	0	98	0
69	103	72	0
70	84	36	1
71	76	66	2
72	96	13	0
73	79	38	1
74	56	17	2
75	5	80	0
76	15	68	1
77	68	65	0
78	17	58	1
79	89	56	2
80	25	54	0
81	53	102	2
82	78	67	1
83	46	71	2
84	64	1	2
85	68	39	1
86	0	8	0
87	93	42	2
88	13	31	0
89	26	62	1
90	16	20	2
91	67	68	1
92	22	38	0
93	91	45	0
94	95	93	1
95	29	77	1
96	9	49	1
97	55	38	1
98	92	44	2
99	54	62	1
100	74	99	2
101	66	26	2
102	104	37	2
103	56	24	2
104	89	32	1
105	55	91	0
106	5	82	0
107	73	19	2
108	34	75	0
109	54	76	1
110	42	102	1
111	50	61	0
112	66	57	2
113	5	2	0
114	34	9	2
115	1	60	2
116	66	99	2
117	42	41	2
118	25	101	1
119	93	63	2
120	32	11	0
121	68	21	0
122	58	48	0
123	56	94	2
124	60	95	1
125	52	4	2
