1	8	26	1
2	38	47	0
3	26	90	2
4	23	70	0
5	1	45	0
6	21	18	0
7	51	24	1
8	43	45	1
9	56	71	0
10	65	53	2
11	97	33	1
12	9	93	2
13	24	102	1
14	64	40	1
15	98	76	2
16	60	86	1
17	21	65	0
18	44	66	2
19	3	25	0
20	40	19	2
21	39	1	0
22	76	51	2
23	7	78	2
24	28	59	1
25	11	74	0
26	22	33	0
27	75	65	0
28	66	91	2
29	88	50	1
30	64	40	2
31	64	0	2
32	58	21	1
33	52	49	0
34	54	46	2
35	79	42	2
36	42	93	0
37	99	56	1
38	79	89	1
39	99	98	0
40	73	77	0
41	80	82	0
42	23	33	0
43	55	31	2
44	25	86	1
45	102	96	2
46	53	100	1
47	52	80	0
48	99	66	0
49	100	88	0
50	33	28	2
51	53	18	0
52	37	63	0
53	45	0	1
54	97	20	2
55	52	59	2
56	102	13	2
57	39	28	1
58	102	8	0
59	51	61	0
60	74	85	0
61	58	48	2
62	59	47	0
63	93	33	1
64	24	20	0
65	5	39	2
66	24	51	1
67	75	12	0
68	14	43	2
69	90	12	1
70	1	29	2
71	53	14	2
72	51	21	0
73	40	81	0
74	33	42	0
75	87	5	2
76	47	59	1
77	2	90	0
78	92	29	1
79	29	102	0
80	90	0	2
81	21	12	2
82	61	19	1
83	34	103	0
84	35	73	0
85	3	48	1
86	91	95	1
87	56	18	2
88	97	67	2
89	79	44	2
90	17	60	0
91	32	97	2
92	70	53	0
93	18	103	2
94	21	54	0
95	99	33	2
96	87	23	2
97	38	21	2
98	43	55	2
99	70	102	2
100	17	53	0
101	93	36	2
102	81	28	0
103	30	86	1
104	103	95	0
105	17	62	2
106	30	8	0
107	44	54	1
108	4	91	1
109	17	52	0
110	98	16	0
111	12	42	1
112	87	57	2
113	32	102	2
114	22	69	1
115	26	21	0
116	95	61	2
117	40	58	0
118	75	8	0
119	95	0	0
120	81	27	2
121	96	94	1
122	51	20	2
123	66	83	0
124	49	52	0
125	23	58	2
126	42	33	1
127	9	79	2
128	67	88	2
129	45	41	0
130	5	84	1
131	99	90	2
132	104	3	1
133	29	71	0
134	30	74	1
135	53	70	2
136	54	74	0
137	98	97	1
138	30	50	2
139	90	43	2
140	72	45	1
141	64	84	1
142	40	86	0
143	58	87	0
144	75	69	2
145	56	51	2
146	37	11	1
147	5	89	2
148	10	22	0
149	79	8	0
150	6	57	2
151	76	35	0
152	44	87	2
153	58	61	1
154	31	42	2
155	88	69	2
156	68	58	1
157	100	22	0
158	16	25	2
159	12	41	1
160	40	100	0
161	9	90	2
162	32	37	2
163	23	66	0
164	73	28	1
165	63	31	2
166	12	86	0
167	43	1	1
168	23	14	1
169	30	41	1
170	89	56	0
171	14	85	2
172	45	45	1
173	4	84	0
174	93	65	1
175	75	93	2
176	8	46	0
177	82	9	2
178	42	91	0
179	103	23	1
180	73	3	0
181	72	77	2
182	73	79	2
183	11	46	1
184	96	38	1
185	42	61	2
186	59	37	0
187	60	22	2
188	91	58	0
189	31	96	2
190	98	74	0
191	96	90	0
192	47	44	0
193	70	82	1
194	103	21	1
195	19	75	1
196	42	2	0
197	76	35	0
198	17	60	1
199	35	36	1
200	12	4	1
201	48	104	0
202	52	94	1
203	48	3	0
204	69	68	1
205	19	80	1
206	73	34	1
207	101	71	0
208	29	66	2
209	41	59	1
210	9	92	1
211	91	39	1
212	71	52	1
213	34	54	1
214	47	64	1
215	97	4	2
216	98	25	1
217	83	9	0
218	80	23	1
219	34	57	1
220	3	39	2
221	63	88	1
222	39	80	0
223	1	76	0
224	45	103	2
225	73	32	2
226	84	93	0
227	7	52	0
228	74	19	1
229	92	97	1
230	36	25	0
231	86	68	1
232	66	5	0
233	85	85	0
234	7	68	0
235	12	10	1
236	22	23	0
237	9	3	0
238	86	40	0
239	18	89	2
240	20	36	2
241	33	98	0
242	31	12	1
243	13	35	0
244	64	96	0
245	36	93	1
246	101	52	2
247	11	96	2
248	14	98	1
249	31	67	0
250	70	55	0
251	49	30	1
252	37	64	2
253	3	78	1
254	30	83	1
255	69	98	2
256	34	49	0
257	95	97	0
258	86	94	2
259	70	29	2
260	9	35	0
261	68	64	0
262	18	4	1
263	95	47	2
264	99	20	1
