1	28	11	1
2	7	35	2
3	84	14	2
4	56	101	1
5	32	70	2
6	51	1	1
7	15	10	1
8	97	48	1
9	14	102	2
10	47	17	2
11	39	1	1
12	40	22	2
13	3	62	2
14	42	104	0
15	36	30	1
16	93	47	1
17	63	38	0
18	20	104	2
19	8	15	1
20	79	57	0
21	44	87	0
22	80	55	0
23	32	35	1
24	81	80	1
25	31	57	2
26	49	78	1
27	63	70	1
28	36	40	0
29	38	93	1
30	56	24	2
31	46	40	2
32	99	33	2
33	32	27	2
34	99	19	0
35	75	10	1
36	95	33	1
37	8	78	2
38	47	43	1
39	25	98	0
40	3	35	0
41	33	47	2
42	104	10	1
43	16	42	2
44	63	97	2
45	70	91	0
46	101	73	0
47	72	96	2
48	99	87	0
49	97	4	0
50	85	56	1
51	43	81	2
52	8	73	1
53	46	59	2
54	56	30	1
55	8	102	2
56	87	50	0
57	101	27	2
58	73	63	0
59	16	96	1
60	15	18	0
61	5	72	1
62	51	42	0
63	102	74	2
64	15	72	1
65	82	79	1
66	27	79	1
67	27	103	0
68	91	0	2
69	75	90	0
70	24	33	2
71	63	62	1
72	49	7	0
73	98	31	1
74	40	23	0
75	46	28	1
76	76	50	1
77	60	62	1
78	30	88	1
79	97	67	0
80	17	38	2
81	72	46	2
82	29	86	1
83	64	53	1
84	43	81	1
85	67	61	1
86	35	12	2
87	79	27	2
88	25	79	2
89	52	82	1
90	100	37	0
91	13	92	1
92	100	91	2
93	32	47	2
94	12	66	1
95	101	14	1
96	87	11	2
97	31	11	2
98	51	87	1
99	13	87	1
100	11	32	2
101	80	57	0
102	7	13	1
103	22	69	2
104	37	82	1
105	14	60	2
106	23	49	0
107	75	12	0
108	15	10	2
109	29	92	0
110	93	42	0
111	23	34	2
112	13	88	1
113	48	26	2
114	10	59	0
115	81	84	1
116	55	14	0
117	94	41	2
118	9	82	1
119	4	51	0
120	24	83	0
121	37	103	2
122	34	50	0
123	0	7	1
124	34	8	0
125	100	56	1
126	80	8	2
127	83	9	1
128	0	25	2
129	39	46	0
130	87	100	1
131	67	72	2
132	0	54	0
133	59	75	1
134	103	4	2
135	0	40	1
136	71	12	1
137	18	88	0
138	88	77	0
139	13	89	1
140	80	67	0
141	25	74	2
142	82	51	2
143	57	0	0
144	80	89	1
145	96	52	1
146	18	44	1
147	80	96	1
148	48	104	2
149	37	12	0
150	0	38	2
151	101	19	2
152	45	62	0
153	56	63	2
154	22	32	0
155	88	20	0
156	21	38	1
157	23	26	2
158	47	78	1
159	6	83	0
160	42	77	0
161	62	79	1
162	76	64	2
163	53	60	0
164	12	39	2
165	22	36	2
166	22	45	1
167	99	22	1
168	71	89	2
169	65	46	2
170	35	57	1
171	27	85	1
172	78	33	2
173	69	94	1
174	38	73	0
175	65	91	1
176	10	58	2
177	56	1	0
178	83	40	0
179	40	2	0
180	65	48	0
181	41	64	2
182	14	34	0
183	73	47	2
184	46	104	0
185	22	49	2
186	31	74	1
187	77	81	0
188	15	77	0
189	17	97	1
190	41	53	1
191	41	37	1
192	22	34	0
193	75	77	2
194	14	31	1
195	103	43	0
196	68	32	2
197	31	101	2
198	22	67	2
199	15	57	2
200	3	20	0
201	23	60	2
202	78	34	1
203	25	60	1
204	63	15	1
205	95	4	2
206	69	20	0
207	44	101	1
208	11	4	2
209	86	96	0
210	10	76	2
211	98	2	0
212	42	31	2
213	61	78	2
214	30	27	0
215	41	72	1
216	62	60	0
217	59	67	0
218	39	101	2
219	89	24	2
220	61	59	1
221	98	64	0
222	26	37	1
223	8	10	2
224	25	37	0
225	39	75	2
226	80	10	2
227	74	15	2
228	88	23	0
229	65	15	1
230	77	35	2
231	78	63	1
232	63	88	2
233	19	98	2
234	5	3	2
235	73	72	0
236	87	57	1
237	60	46	0
238	73	28	0
239	43	21	0
240	89	97	0
241	1	24	1
242	56	34	2
243	96	89	0
244	59	18	2
245	70	39	1
246	25	36	1
247	84	6	0
248	79	53	2
249	66	75	1
250	72	6	1
251	104	92	1
252	43	44	2
253	43	102	1
254	35	44	0
255	13	29	0
256	71	87	1
257	98	64	0
258	20	5	0
259	96	31	0
260	47	14	1
261	4	29	0
262	80	50	2
263	30	44	2
264	59	76	1
265	10	102	0
266	26	65	2
267	29	66	2
268	52	70	1
269	57	6	2
270	24	60	2
271	43	50	0
272	22	89	2
273	26	53	0
274	35	79	0
275	101	63	2
276	42	104	0
277	3	75	0
278	30	61	0
279	6	7	2
280	56	59	0
281	89	61	1
282	47	65	1
283	80	69	0
284	102	14	2
285	83	66	2
286	18	31	1
287	15	66	0
288	42	14	1
289	101	94	2
290	98	70	0
291	78	43	0
292	34	10	0
293	76	96	1
294	2	64	0
295	97	60	0
296	15	24	0
297	54	14	1
